one_inch_4_1.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,1,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 1
one_inch_4_2.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,2,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 2
one_inch_4_3.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,3,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 3
one_inch_4_4.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,4,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 4
one_inch_4_5.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,5,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 5
one_inch_4_6.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,6,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 6
one_inch_4_7.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,7,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 7
one_inch_4_8.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,8,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 8
one_inch_4_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 9
one_inch_5_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 0
